"X","id","titulo","pago","numInscritos","avaliacao","numCriticas","desconto","preco"
13399,1780016,"Bolsa de Valores Para Iniciantes - Básico para ir mais longe","False",13267,4.52011,1234,0,0
13400,1298132,"Initiation au trading Forex en 1 heure !","False",8804,4.47992,1043,0,0
13401,2597736,"Introdução a Análise Fundamentalista Clássica de Ações","False",6022,4.45824,996,0,0
13402,1362104,"Estratégias de Investimento - Aprenda a Montar a Sua","False",9996,4.64125,877,0,0
13403,849896,"株式投資に必要なスキルの学習手順を学ぶ","False",6187,4.47891,852,0,0
13404,2263440,"Primeiros Passos - Tape reading  -Leitura do Fluxo de ordens","False",7109,4.49242,825,0,0
13405,2301224,"はじめてのブロックチェーン","False",4175,4.27452,753,0,0
13406,2518830,"MS Excel aplicado a Finanzas y Administración","False",15410,3.79084,731,0,0
13407,2108964,"Minicurso Gratuito - Renda Fixa para Iniciantes","False",15147,4.38,615,0,0
13408,1535382,"Forex course تعلم تداول العملات الاجنبية الفوركس كورس فوركس","False",7254,4.6608,611,0,0
13409,2528336,"Day Trade - Guia Oficial para Iniciantes","False",4164,4.44977,585,0,0
13410,2183800,"FİNANSAL OKURYAZARLIK EĞİTİMİ","False",8857,3.95332,572,0,0
13411,1286774,"Investimento em Renda Fixa - Iniciante","False",6199,4.61725,553,0,0
13412,939004,"7 Pecados Capitais Financeiros","False",5822,4.28285,503,0,0
13413,1750710,"Curso Básico de Trading","False",7472,4.26894,457,0,0
13414,2720082,"Teknik Analiz: TradingView Eğitimi Detaylı Kullanım Kılavuzu","False",5181,4.32281,414,0,0
13415,1250694,"カードゲームでカンタンに理解する！経済とお金のキホン","False",6561,4.29982,354,0,0
13416,2611342,"Dólar Futuro Online – Gratuito","False",5168,4.46252,332,0,0
13417,1494112,"Tesouro Direto: Guia prático para potencializar seus ganhos","False",7071,4.43663,332,0,0
13418,2302142,"O que você precisa saber sobre Fundos de Investimento?","False",4185,4.3924,314,0,0
13419,2302520,"Investimentos - os Fundamentos - do ZERO até AÇÕES","False",5457,4.41875,314,0,0
13420,1430074,"Apprendre la Blockchain et Trader les Crypto-monnaies","False",4751,4.10678,306,0,0
13421,1429660,"Crea tu propio fondo de pensiones y retírate joven","False",8357,4.26935,290,0,0
13422,2175682,"Incrementa tu Inteligencia Financiera","False",3927,3.87046,247,0,0
13423,2289839,"Orçamento Pessoal e Familiar + Renda Extra","False",4231,4.37676,246,0,0
13424,1028656,"财务分析与估值建模入门","False",2927,4.27263,231,0,0
13425,2535480,"Bitcoin veya kripto paralar ile al-sat yaparak para kazanın","False",5908,4.26468,223,0,0
13426,961564,"Buchführung lernen leicht gemacht-Buchen auf Bestandskonten","False",4279,4.35836,216,0,0
13427,1542044,"Empieza a ganar dinero con Bitcoin y otras Criptomonedas","False",4801,4.46141,214,0,0
13428,1674972,"Mini-curso Exerça Poder Sobre o Seu Dinheiro","False",3859,4.01032,214,0,0
13429,1691832,"Forex: Cos'è un Trend e Quando è Forte e Affidabile","False",5047,4.81073,214,0,0
13430,2268360,"Como investir na Bolsa de Valores - Guia do Iniciante","False",4651,4.58875,203,0,0
13431,2093164,"How to Invest in the Stock Market","False",3574,4.23459,198,0,0
13432,826168,"Grundlagen der finanziellen Unabhängigkeit","False",2629,3.64281,196,0,0
